21	2	98	5868->5869	room id loop	;e move 'north'; unless Room.current.id == 5869 then move 'south'; move 'south'; move 'south'; end
22	2	301	7313->7312	npc/escort,read a line + branch	;e if (bounty? =~ /^You have made contact with the child/); child = GameObj.npcs.find { |npc| npc.noun == 'child' }; else; child = nil; end; move 'southwest'; if Room.current == Room[7313]; 50.times { break if GameObj.npcs.any? { |npc| npc.id == child.id }; sl
23	2	177	16122->11612	random exit,checkpaths	;e move ['northwest','southwest'][rand(2)] while checkpaths == [ 'ne', 'se', 'sw', 'nw' ]; move 'northwest' if checkpaths.include?('nw'); move 'west' if checkpaths.include?('w')
24	2	89	16122->11630	random exit,checkpaths	;e move ['northeast','southeast'][rand(2)] while checkpaths == [ 'ne', 'se', 'sw', 'nw' ]
25	2	904	25183->25145	npc/escort,read a line + branch,silver/bank	;e res = choice = nil;res = dothistimeout "inquire", 5, /(\d)\) the Sea of Fire/;if res =~ /(\d)\) the Sea of Fire/;choice = $1;end;dothistimeout "order #{choice}", 5, /You inquire with a caravan conductor about the price of a trip to the Sea of Fire\. S?[Hh]e
26	1	548	34509->7927	loot/object scan,room id loop,run script	;e bleak_rooms = [474204, 474205, 474206, 474207, 474208, 474209, 474210, 474211, 474212, 474213, 474214, 474215, 474216, 474218, 474219, 474220, 474221, 474222, 474224, 474225, 474226, 474227, 474228, 474229, 474200, 474201, 474202, 474203] ;bleak_rooms.map! 
27	1	5632	6955->6985	cast/spell,inventory/hands,read a line + branch,room id loop,run script,silver/bank,time	;e script = Script.self hand = sword = sword_container = nil; close_containers = []; find_all_containers_var = nil; find_all_containers = proc { if find_all_containers_var.nil? restore_want_downstream = script.want_downstream restore_want_downstream_xml = scri
28	1	631	6998->6997	read a line + branch	;e loop { result = dothistimeout 'push lever', 3, /Ok, you push a heavy steel lever protruding from a slit in one wall. Now what?|Summoning all your strength, you manage to push a heavy steel lever protruding from a slit in one wall forward just enough to lowe
29	1	60	17493->3235	checkpaths	;e move 'go arches'; wait_until { checkpaths.include?('e') }
30	1	1236	2675->2677	inventory/hands,read a line + branch,silver/bank	;e if checkleft and checkright; empty_hands; need_fill_hands = true; else; need_fill_hands = false; end; result = dothistimeout 'pull ring', 8, /^A deep grinding sound echoes through the sepulchral halls of the shrine. Slowly, the stone door begins to rise, dr
31	1	2026	18178->18179	inventory/hands,read a line + branch	;e refill_hands = false; done = false; stairs_look = dothistimeout "look staircase",3,/you could easily scramble up them to the ledge above.|It really doesn't make much sense./ if stairs_look =~ /you could easily scramble up them to the ledge above/ done = tru
32	1	1133	18186->451	inventory/hands,time	;e ; start_time = Time.now.to_i; refill_hands=false;(refill_hands = true;empty_hands;) if GameObj.right_hand.id or GameObj.left_hand.id; fput 'go opening'; fput 'lay'; _respond "#{monsterbold_start}Waiting for 'one on the left and one on the right'.#{monsterbo
33	1	994	18187->451	inventory/hands,time	;e ; start_time = Time.now.to_i; fput 'lay'; _respond "#{monsterbold_start}Waiting for 'one on the left and one on the right'.#{monsterbold_end}"; waitfor "one on the left and one on the right"; fput "lean left"; _respond "#{monsterbold_start}Waiting for 'bran
34	1	891	16165->16064	read a line + branch	;e result = String.new; until result =~ /The mirror won't turn any farther to the right/; fput 'turn mirror right'; result = matchwait("The mirror won't turn any farther to the right","You turn the oak-framed mirror slightly to the right"); end; until result =
35	1	57	17665->11433	room id loop	;e wait_while{Map.current.id == 17665};$go2_restart=true;
36	1	809	8373->8374	read a line + branch	;e wedge_list = { 'northern' => 'a large thick torus surrounded by nine tiny circles', 'eastern' => 'two crossed upside-down hammers circumscribed by a rounded arc', 'western' => 'a jagged triangular arch bisected by a vertical line', 'southern' => 'three pair
37	1	1053	9767->9804	read a line + branch,room id loop,time	;e touch = ["gold leaf","red leaf","blighted leaf","outstretched hand"]; fail_pattern = /^You shouldn't mess with that while (\w+) is working on it./; success_pattern = /^You touch the/; retry_pattern = /^The shimmering leaves on the wall begin to fade, blendi
38	1	3344	10781->18150	cast/spell,read a line + branch	;e result = dothistimeout 'look deep pillar', 5, /dark cloud|dark eye|hazy black|slate grey|blood-drop|dark cloud|radiating circle|consist of/;if result =~ /dark eye/; loop{; wait_until{(XMLData.mana > (17 * 3))}; result = cast(717, 'deep pillar'); if result =
39	1	861	15571->17721	cast/spell,read a line + branch	;e elements = { 'air' => { 'grey orb' => 505, 'blue orb' => 914, 'white orb' => 912 }, 'fire' => { 'blue flame' => 908, 'scarlet flame' => 519, 'white flame' => 906 }, 'earth' => { 'blue crystal' => 520, 'black crystal' => 510, 'violet crystal' => 909 } } dire
40	1	873	18893->13441	read a line + branch	;e number = { '1' => 'first', '2' => 'second', '3' => 'third', '4' => 'fourth', '5' => 'fifth' }; result = dothistimeout 'look altar', 10, /^There is a strange grid on the altar. Five rows are labeled with numbers and five columns are labeled with colors. A re
41	1	1344	18748->18747	cast/spell,read a line + branch	;e eyespy = Spell[707]; unless eyespy.affordable?; echo 'waiting for mana...'; wait_until { eyespy.affordable? }; end; eyespy.cast; for dir in [ 'out', 'south', 'door', 'northwest', 'northeast', 'west', 'water', 'grate', 'southeast', 'southeast', 'open', 'stai
42	1	94	9651->6135	-	;e move 'jump ledge'; waitrt?; wait_while { stunned? }; fput 'stand' unless standing?; waitrt?
43	1	192	339->24768	loot/object scan	;e query = "ivy-covered grey stone building with a sturdy cross-gabled roof";shop = GameObj.loot.find { |i| i.name.eql?(query) };shop or fail "could not locate: #{query}";fput "go ##{shop.id}"
44	1	114	24837->24967	read a line + branch	;e line = fput "search" until line =~ /You discover a shallow crevice while searching the area!/;move 'go crevice'
45	1	212	24976->24979	-	;e fput 'lie tomb';dothistimeout 'sleep', 3, /^As you start to drift into unconsciousness/;wait_until{stunned?};echo '** Waiting for stunned status to end... **';wait_until{!stunned?};fput 'stand' until standing?
46	1	436	24980->24804	read a line + branch	;e echo '** Please wait. Waiting for the stain to show up **';line=get until line =~ /dark stains/;fput "get stain";fput "lie" if standing?;line = fput "search" until line =~ /descending slope/;dothistimeout 'go slope', 3, /You gradually make your way down the
47	1	55	18249->25463	-	;e fput "say lalk gno'ap renqua to!'";move ('go arch');
48	1	770	18700->18250	loot/object scan,inventory/hands,read a line + branch	;e if !GameObj.loot.find{|o| o.name =~ /ruined cell door/}.nil?; move ('go door'); elsif GameObj.right_hand.id.nil?; echo 'You need a weapon to BATTER the DOOR'; else echo 'BATTERing the DOOR with a valid weapon (even if not a warrior) until it is destroyed an
49	1	146	24752->20423	-	;e ['west','west','northwest'].each{|d| move(d)};fput 'rub blood';['southeast','east','east'].each{|d| move(d)};fput 'rub hatch';move('go hatch');
50	1	409	30850->30851	read a line + branch	;e color_moves = {'blue' => 'n,sw,sw', 'black' => 'n,sw,sw,sw,s,se', 'red' => 'n,se,se', 'yellow' => 'n,se,se,se,s,sw'};GameObj.room_desc.find { |o| o.name =~ /(blue|black|yellow|red) barrier/ };color = $1;move_order = color_moves[color].split(',');move_order.
51	1	225	6630->6631	cast/spell,read a line + branch	;e if celerity = Spell[506] and celerity.known? and celerity.affordable? and not celerity.active?; celerity.cast; end; until dothistimeout('search', 3, /anything of interest|rough hole/) =~ /rough hole/ do end; move 'go hole'
52	1	95	7477->7476	stats	;e if not kneeling?; fput 'kneel' if Stats.race !~ /dwarf|halfling|gnome/i;end;fput 'southeast'
53	1	409	12604->12605	cast/spell,inventory/hands,read a line + branch	;e 10.times { if celerity = Spell[506] and celerity.known? and celerity.affordable? and not celerity.active?; celerity.cast; end; dothistimeout 'search', 3, /^You (?:carefully )?search|^You don't find anything|^You find nothing else/; waitrt?; r = dothistimeou
54	1	413	12605->12606	cast/spell,inventory/hands,read a line + branch	;e 10.times { if celerity = Spell[506] and celerity.known? and celerity.affordable? and not celerity.active?; celerity.cast; end; dothistimeout 'search', 3, /^You (?:carefully )?search|^You don't find anything|^You find nothing else/; waitrt?; r = dothistimeou
55	1	410	12606->12607	cast/spell,inventory/hands,read a line + branch	;e 10.times { if celerity = Spell[506] and celerity.known? and celerity.affordable? and not celerity.active?; celerity.cast; end; dothistimeout 'search', 3, /^You (?:carefully )?search|^You don't find anything|^You find nothing else/; waitrt?; r = dothistimeou
56	1	409	12607->12608	cast/spell,inventory/hands,read a line + branch	;e 10.times { if celerity = Spell[506] and celerity.known? and celerity.affordable? and not celerity.active?; celerity.cast; end; dothistimeout 'search', 3, /^You (?:carefully )?search|^You don't find anything|^You find nothing else/; waitrt?; r = dothistimeou
57	1	162	2208->2209	inventory/hands	;e empty_hands begin result = dothistimeout 'climb fissure', 2, /Round time|Roundtime|find yourself|Crawlway/ waitrt? end until result.to_s !~ /round/i fill_hands
58	1	690	18243->22550	loot/object scan,run script	;e %w(18245 20321 20319 20318 20317 20316 20315 20278 20279 20327 20328 20325 20329 20330 20333 20336 20339 20177 20347 20348 20350 20352 20353 20122 20108 20107 20085 20106 20111 20117 20121 20324 20323 20322 20263 20264 20266 20269 20126 20125 20123 20109 20
59	1	64	24158->24159	-	;e x=XMLData.room_count+2;fput "n" until XMLData.room_count == x
60	1	167	24238->21557	read a line + branch,room id loop	;e fput "get pile";fput "push raft";fput "go raft";echo "Waiting possibly up to 5 minutes or more for the geyser to shoot...";line = get until Room.current.id != 24238
61	1	117	24241->313	room id loop	;e (fput 'stand' until standing?;fput 'climb root') until Room.current.id != 24241;wait_until{Room.current.id == 313}
62	1	2097	3600->3600	read a line + branch,room id loop	;e need_set_roomname_off = false if last_roomdesc = $_SERVERBUFFER_.reverse.find { |line| line =~ /<resource picture="\d+"\/><style id="roomName" ?\/\>\[[^\]]+\]/ || line =~ /You will no longer see room names./ } if last_roomdesc =~ /You will no longer see roo
63	1	967	4140->4141	cast/spell,inventory/hands,read a line + branch	;e spell_list = [407, 1604, 304, 1207];until dothistimeout('go gate', 5, /^The bronze gate appears to be closed\.$|^Obvious (?:paths|exits)\: northeast, northwest, up$/) =~ /^Obvious/; if spell_num = spell_list.find { |num| Spell[num].known? }; spell = Spell[s
64	1	1086	4141->4140	cast/spell,inventory/hands,read a line + branch,stats	;e spell_list = [407, 1604, 304, 1207];until dothistimeout('go gate', 5, /^The bronze gate appears to be closed\.$|^Obvious (?:paths|exits)\: none$/) =~ /^Obvious/ ; if spell_num = spell_list.find { |num| Spell[num].known? }; spell = Spell[spell_num]; loop {; 
65	1	514	4344->7298	read a line + branch,group	;e group_members = nil; clear.reverse.each { |line| if line =~ /^Obvious (paths|exits)/; break; elsif line =~ /^([A-Za-z ,]+) followed\.$/; group_members = $1.split(/, | and /); group_members.delete_if { |m| m =~ /^[Yy]our / }; group_members = nil if group_mem
66	1	720	7318->7319	inventory/hands,read a line + branch,group	;e group_members = nil; clear.reverse.each { |line| if line =~ /^Obvious (paths|exits)/; break; elsif line =~ /^([A-Za-z ,]+) followed\.$/; group_members = $1.split(/, | and /); group_members.delete_if { |m| m =~ /^[Yy]our / }; group_members = nil if group_mem
67	1	1305	7324->4541	read a line + branch,checkpaths,group	;e group_members = nil; clear.reverse.each { |line| if line =~ /^Obvious (paths|exits)/; break; elsif line =~ /^([A-Za-z ,]+) followed\.$/; group_members = $1.split(/, | and /); group_members.delete_if { |m| m =~ /^[Yy]our / }; group_members = nil if group_mem
68	1	83	16011->11022	-	;e walk until GameObj.room_desc.find { |obj| obj.noun == 'ferns' }; move 'go ferns'
69	1	107	19543->1102	random exit,checkpaths	;e move 'southeast'; move 'northeast'; move checkpaths[rand(checkpaths.length)] while checkpaths.length > 2
70	1	1813	6486->6487	cast/spell,npc/escort,read a line + branch	;e if dothistimeout('go stone doors', 3, /^Obvious exits: west$|^You cannot/) !~ /^Obvious/; s = Spell[920]; if s.known?; if s.active?; r = dothistimeout 'tell familiar to return', 15, /^You sense understanding from your .+/; if f = /You sense understanding fr
71	1	138	11668->11675	checkpaths	;e move 'down'; move 'out'; if checkpaths.include?('ne'); move 'northeast'; move 'east'; elsif !checkpaths.include?('e'); move 'west'; end
72	1	248	24730->24729	room id loop	;e while Room.current.id == 24730 do;fput "stand" until standing?;success = /^Rows upon rows of oak trees/;fail = /^You attempt to navigate/;result = dothistimeout "go fog", 5, Regexp.union(success, fail);if result =~ fail;sleep 0.5;waitrt?;end;end
73	1	139	4537->7389	-	;e %w(circular triangular square rectangular).each{|d| dothistimeout "push #{d} depression", 3, /\*[A-Z]+\*$/};fput "stand" until standing?
74	1	662	7331->7315	read a line + branch,group	;e group_members = nil; clear.reverse.each { |line| if line =~ /^Obvious (paths|exits)/; break; elsif line =~ /^([A-Za-z ,]+) followed\.$/; group_members = $1.split(/, | and /); group_members.delete_if { |m| m =~ /^[Yy]our / }; group_members = nil if group_mem
75	1	188	7393->7328	room id loop	;e result = nil;while result.nil? && Room.current.id == 7393;result = dothistimeout "crawl hole",3,/^You crawl under the low overhang/;end;wait_while{stunned?};fput "stand" until standing?
76	1	129	11749->10838	read a line + branch	;e while line = get;if line=~ /The crew hurriedly puts out the gangplank\.|River's Rest\.\.\..+ ashore!/;fput "out";break;end;end
77	1	125	11749->11753	read a line + branch	;e while line = get;if line=~ /The crew hurriedly puts out the gangplank\.|Solhaven\.\.\..+ ashore!/;fput "out";break;end;end
78	1	44	36416->36412	-	;e move 'jump pit'; wait_while{checkstunned}
79	1	223	36419->36440	loot/object scan,read a line + branch	;e if !GameObj.loot.any?{|i| i.name =~ /opening/};move('west');move('north');fput 'pull statue';fput 'turn statue';move('south');move('east');end;sleep 0.2 until GameObj.loot.any?{|i| i.name =~ /opening/};move('go opening')
80	1	149	36440->36419	loot/object scan,read a line + branch	;e if !GameObj.loot.any?{|i| i.name =~ /opening/};fput 'pull lever';sleep 0.2 until GameObj.loot.any?{|i| i.name =~ /opening/};end;move('go opening')
81	1	145	1242->1241	-	;e attempts = 0;moved = false;loop do;waitrt?;moved = move('go path');break if moved;fput 'search';attempts += 1;break if attempts >= 5;end;moved
82	1	357	7517->8686	-	;e begin clear fput 'climb ladder' climb_result = waitfor "As you try to climb the ladder, a rung breaks under your weight", "You carefully make your way up the dilapidated ladder." fput 'stand' unless climb_result == "You carefully make your way up the dilapi
83	1	364	3509->17805	read a line + branch	;e status_tags; get_result = dothis 'get my lockpick', /You remove|detach .*?<a exist="(?:[0-9]+)".*?from.*?<a exist="(?:[0-9]+)"/; status_tags; lockpick, container = /You remove|detach .*?<a exist="([0-9]+)".*?from.*?<a exist="([0-9]+)"/.match(get_result).cap
84	1	79	19727->19990	loot/object scan	;e wait_until{GameObj.loot.find{|item| item.noun == "island"}};fput "go island"
85	1	180	19992->19728	inventory/hands,read a line + branch	;e fput 'open door';while line = get;if line == "It's locked, Blazyn!";empty_hand;fput 'turn lock';fput 'open door';fput 'go door';fill_hand;break;else;fput 'go door';break;end;end
86	1	259	20012->19657	inventory/hands,read a line + branch	;e fput 'open door';while line = get;if ['You open a large stone door.', 'That is already open.'].include?(line);fput 'go door';break;elsif line == 'It appears to be locked.';empty_hand;fput 'turn lock';fput 'open door';fput 'go door';fill_hand;break;end;end;
87	1	3763	11753->11749	loot/object scan,inventory/hands,read a line + branch,silver/bank	;e ;ticket_nouns = [ 'scrip', 'scroll', 'document', 'parchment', 'paper', 'note' ];check_ticket = proc { |test_id|;look_result = dothistimeout "look ##{test_id}", 3, /reads, ".*#{checkname}|^You see nothing unusual\.|^It takes you a moment to focus|[0-9]+ silv
88	1	548	25148->221	npc/escort,read a line + branch	;e res = choice = nil;res = dothistimeout "inquire", 5, /(\d)\) Wehnimer's Landing/;if res =~ /(\d)\) Wehnimer's Landing/;choice = $1;end;dothistimeout "order #{choice}", 5, /The cost has already been covered/;put "order confirm";wait_until { XMLData.room_titl
89	1	549	25148->3904	npc/escort,read a line + branch	;e res = choice = nil;res = dothistimeout "inquire", 5, /(\d)\) Vornavis/;if res =~ /(\d)\) Vornavis/;choice = $1;end;dothistimeout "order #{choice}", 5, /The cost has already been covered/;put "order confirm";wait_until { XMLData.room_title =~ /Caravan, Wagon
90	1	229	25172->25231	-	;e save_stance = XMLData.stance_text;fput 'stance offensive' if save_stance != 'offensive';put 'climb latrine pit';move('climb latrine pit');fput "stance #{save_stance}" if save_stance != XMLData.stance_text;;$go2_restart = true;
91	1	5667	6897->6928	read a line + branch,silver/bank,stats	;e result = Array.new put "touch mural" while line = get if line =~ /A black cat crosses o'er a path of blood|The crimson claw, the fang, the chase, the play|The mice will play until the hunger bites|There welcome lies, midst claws that spread with glee|Yet on
92	1	157	10440->12415	room id loop	;e 2.times { fput 'touch teeth'; sleep 1; wait_while { stunned? } }; fput 'touch left wing'; fput 'touch right wing'; wait_until { Room.current.id == 12415 }
93	1	3451	18677->11749	loot/object scan,inventory/hands,read a line + branch,run script,silver/bank	;e ticket_nouns = [ 'scrip', 'scroll', 'document', 'parchment', 'paper', 'note' ]; check_ticket = proc { |test_id| look_result = dothistimeout "look ##{test_id}", 3, /reads, ".*#{checkname}|^You see nothing unusual\.|^It takes you a moment to focus|[0-9]+ silv
