edges	shape_id	sample	shape
1	f7f60c999f9e57eb	6486->6487	;e if dothistimeout(S, N, R) !~ R; s = Spell[..]; if s.known?; if s.active?; r = dothistimeout S, N, R; if f = R.match(r).captures.first; N.times { sleep N; break if GameObj.npcs.any? { |n| n.name =~ R } }; end; else; unless s.affordable?; echo S; wait_until { s.affordable? }; end; s.cast; end; r = dothistimeout S, N, R; stop_watching = (r =~ R); which_ring = { S => S, S => S, S => S, S => S }; fail = false; g = proc { |l| l.split(S).each { |d| r = dothistimeout((S + d), N, R); if r.nil? or (r =~ R); fail = true; next; elsif r =~ R; dothistimeout((S + which_ring[$N] + S), N, R); dothistimeout((S + d), N, R); end } }; N.times { |i| i.zero? ? g.call(S) : g.call(S); break if fail; g.call(S); break if fail; fput S; g.call(S); break if fail; fput S }; fput S if stop_watching; if UserVars.mapdb_hate_familiar; sleep N; put S; put S; end; end; move S; end
1	84bd895dd9e1fb6c	24837->24967	;e line = fput S until line =~ R;move S
1	f5d00520040da2f9	7046->7047	;e loop { fput S; fput S; sleep N; break unless checkpaths == [..] }; wait_while { standing? }; fput S; if Room.current == Room[..]; move S; move S; move S; end; if Room.current == Room[..]; move S; move S; end; if Room.current == Room[..]; move S; move S; move S; move S; move S; move S; end; if Room.current == Room[..]; move S; move S; end; if Room.current == Room[..]; move S; move S; move S; move S; end; if Room.current == Room[..]; move S; move S; move S; move S; move S; move S; move S; move S; move S; move S; move S; move S; move S; move S; end
1	90633a1eb07650a1	7046->3705	;e loop { fput S; fput S; sleep N; break unless checkpaths == [..] }; wait_while { standing? }; fput S; if Room.current == Room[..]; move S; move S; move S; end; if Room.current == Room[..]; move S; move S; end; if Room.current == Room[..]; move S; move S; move S; move S; move S; move S; end; if Room.current == Room[..]; move S; move S; end; if Room.current == Room[..]; move S; move S; move S; move S; end; if Room.current == Room[..]; move S; move S; move S; move S; move S; move S; move S; move S; move S; move S; move S; move S; move S; move S; move S; move S; end
1	9d22068e52600017	7046->7144	;e loop { fput S; fput S; sleep N; break unless checkpaths == [..] }; wait_while { standing? }; fput S; if Room.current == Room[..]; move S; move S; move S; move S; move S; move S; move S; move S; end; if Room.current == Room[..]; move S; move S; move S; move S; move S; move S; end; if Room.current == Room[..]; move S; move S; move S; move S; move S; move S; move S; move S; move S; move S; end; if Room.current == Room[..]; move S; move S; move S; move S; move S; move S; move S; end; if Room.current == Room[..]; move S; move S; move S; move S; move S; move S; move S; move S; move S; end
1	caa6c2e3df351da9	7046->7099	;e loop { fput S; fput S; sleep N; break unless checkpaths == [..] }; wait_while { standing? }; fput S; if Room.current == Room[..]; move S; move S; move S; move S; move S; move S; move S; move S; end; if Room.current == Room[..]; move S; move S; move S; move S; move S; move S; end; if Room.current == Room[..]; move S; move S; move S; move S; move S; move S; move S; move S; move S; move S; move S; end; if Room.current == Room[..]; move S; move S; move S; end; if Room.current == Room[..]; move S; move S; end; if Room.current == Room[..]; move S; move S; move S; move S; move S; end
1	99a0d83d636413be	7046->7083	;e loop { fput S; fput S; sleep N; break unless checkpaths == [..] }; wait_while { standing? }; fput S; if Room.current == Room[..]; move S; move S; move S; move S; move S; move S; move S; move S; end; if Room.current == Room[..]; move S; move S; move S; move S; move S; move S; end; if Room.current == Room[..]; move S; move S; move S; move S; move S; move S; move S; move S; move S; move S; move S; end; if Room.current == Room[..]; move S; move S; move S; move S; move S; end; if Room.current == Room[..]; move S; move S; move S; move S; move S; move S; move S; end
2	b6525374c9a80b4a	10821->10815	;e loop { fput S; sleep N; waitrt?; break if (checkpaths(S) || checkpaths(S)); }; fill_hands
4	206005f6d2206571	4136->4135	;e loop { move S; break if Room.current.id != N; move S; break if Room.current.id != N; }
1	d4e2f24fe0c0205b	6998->6997	;e loop { result = dothistimeout S, N, R; break if result =~ R }; waitrt?; move S
1	c73daf81f30f784b	6998->6999	;e loop { result = dothistimeout S, N, R; waitrt?; break if result =~ R }; move S
10	ac92141146b4fb02	18112->18926	;e loop { wait_until { Spell[..].affordable? }; result = cast(N, S); break unless result =~ R }
1	da3442b773e4aaf6	1042->1041	;e move S fput S dir = matchfindword S move S sleep N if running?(S) move dir
2	af83995435824050	10117->10119	;e move S if Room.current.id == N echo S waitfor S move S end waitfor S move S
2	16d4cb4bcd90771a	1071->1070	;e move S waitrt? fill_hands if $group_members clear echo S begin line = get if line =~ R $group_members.delete $N elsif line == S break end end while $group_members.length > N end
1	761bcdcf523accd8	11667->11675	;e move S; if checkpaths.include?(S); move S; move S; end
2	b1ef4bc5fbb1ebb9	6634->6633	;e move S; if checkpaths.include?(S); move S; move S; move S; end
2	d8b4559a28f3f36a	16806->4160	;e move S; move S while checkpaths.include?(S)
1	3e5854eeb8e97fd6	11668->11675	;e move S; move S; if checkpaths.include?(S); move S; move S; elsif !checkpaths.include?(S); move S; end
1	dc1b21c66b688f13	19543->1102	;e move S; move S; move checkpaths[rand(checkpaths.length)] while checkpaths.length > N
2	e874075ebe0eaa42	5868->5869	;e move S; unless Room.current.id == N then move S; move S; move S; end
2	c0fd2e7b93cd33dd	8227->8245	;e move S; unless Room.current.id == N; move S; move S; end
1	7d9e471ee3871c3d	16806->4162	;e move S; unless checkpaths.include?(S); move S; move S; end
1	d02cc5ab46436307	17493->3235	;e move S; wait_until { checkpaths.include?(S) }
1	44064796df64ef56	36416->36412	;e move S; wait_while{checkstunned}
